report_date,year,iso_week,composite_benchmark_usd_mt,indonesia_fob_usd_mt,indonesia_domestic_idr_kg,sri_lanka_fob_usd_mt,sri_lanka_domestic_lkr_mt,india_fob_usd_mt,india_domestic_inr_mt,spread_sri_lanka_vs_indonesia_usd,spread_india_vs_indonesia_usd,usd_idr_fx_rate,usd_lkr_fx_rate,usd_inr_fx_rate,bulletin_ref_id,extraction_method,data_quality_status
2024-03-01,2024,9,1014.8,997.5,13512.0,1110.5,361155.0,936.5,67467.0,113.0,-61.0,15225.0,353.9,78.77,ICC-WPB-2024-W09,OCR_VERIFIED,APPROVED
2024-03-08,2024,10,1009.4,993.6,13493.0,1101.7,356017.0,933.0,67583.0,108.1,-60.6,15271.0,351.9,79.23,ICC-WPB-2024-W10,DIGITAL_PDFPLUMBER,APPROVED
2024-03-15,2024,11,1023.1,1006.0,13604.0,1118.5,352570.0,944.9,68327.0,112.5,-61.1,15183.0,342.8,79.0,ICC-WPB-2024-W11,OCR_REPAIRED,AUTO_REPAIRED
2024-03-22,2024,12,1020.1,1003.5,13619.0,1116.1,353389.0,940.8,68063.0,112.6,-62.7,15242.0,344.4,79.07,ICC-WPB-2024-W12,DIGITAL_PDFPLUMBER,APPROVED
2024-03-29,2024,13,1021.6,1004.1,13600.0,1120.7,361570.0,940.0,68275.0,116.6,-64.1,15211.0,350.8,79.39,ICC-WPB-2024-W13,DIGITAL_PDFPLUMBER,APPROVED
2024-04-05,2024,14,1028.1,1012.2,13806.0,1124.5,355558.0,947.7,69060.0,112.3,-64.5,15303.0,343.7,79.59,ICC-WPB-2024-W14,DIGITAL_PDFPLUMBER,APPROVED
2024-04-12,2024,15,1022.2,1007.2,13626.0,1118.1,355723.0,941.2,68310.0,110.9,-66.0,15187.0,346.0,79.32,ICC-WPB-2024-W15,DIGITAL_PDFPLUMBER,APPROVED
2024-04-19,2024,16,1026.3,1011.8,13741.0,1123.4,359933.0,943.7,68604.0,111.6,-68.1,15237.0,348.3,79.43,ICC-WPB-2024-W16,DIGITAL_PDFPLUMBER,APPROVED
2024-04-26,2024,17,1038.1,1023.4,13961.0,1135.6,358223.0,955.4,69866.0,112.2,-68.0,15285.0,342.6,79.81,ICC-WPB-2024-W17,DIGITAL_PDFPLUMBER,APPROVED
2024-05-03,2024,18,1030.3,1016.1,13904.0,1127.6,359010.0,947.1,68917.0,111.5,-69.0,15345.0,346.0,79.48,ICC-WPB-2024-W18,DIGITAL_PDFPLUMBER,APPROVED
2024-05-10,2024,19,1036.3,1020.2,13906.0,1134.2,355550.0,954.6,70064.0,114.0,-65.6,15278.0,340.5,80.11,ICC-WPB-2024-W19,OCR_VERIFIED,APPROVED
2024-05-17,2024,20,1037.7,1024.8,13963.0,1136.2,358533.0,952.2,69462.0,111.4,-72.6,15263.0,342.7,79.64,ICC-WPB-2024-W20,DIGITAL_PDFPLUMBER,APPROVED
2024-05-24,2024,21,1046.4,1032.6,14189.0,1144.4,364401.0,962.3,69781.0,111.8,-70.3,15379.0,345.6,79.09,ICC-WPB-2024-W21,OCR_VERIFIED,APPROVED
2024-05-31,2024,22,1042.2,1027.1,13973.0,1140.0,355425.0,959.5,70149.0,112.9,-67.6,15236.0,338.5,79.76,ICC-WPB-2024-W22,DIGITAL_PDFPLUMBER,APPROVED
2024-06-07,2024,23,1034.7,1020.7,13851.0,1136.0,361079.0,947.4,69132.0,115.3,-73.3,15209.0,345.2,79.7,ICC-WPB-2024-W23,DIGITAL_PDFPLUMBER,APPROVED
2024-06-14,2024,24,1040.4,1025.9,14044.0,1144.1,361767.0,951.3,69678.0,118.2,-74.6,15334.0,343.2,79.97,ICC-WPB-2024-W24,DIGITAL_PDFPLUMBER,APPROVED
2024-06-21,2024,25,1042.6,1029.4,14065.0,1145.1,363798.0,953.3,69733.0,115.7,-76.1,15298.0,344.8,79.85,ICC-WPB-2024-W25,DIGITAL_PDFPLUMBER,APPROVED
2024-06-28,2024,26,1042.8,1032.1,14091.0,1144.2,361907.0,952.1,69489.0,112.1,-80.0,15281.0,343.3,79.68,ICC-WPB-2024-W26,DIGITAL_PDFPLUMBER,APPROVED
2024-07-05,2024,27,1046.5,1035.1,14214.0,1152.0,368408.0,952.5,69320.0,116.9,-82.6,15365.0,346.9,79.45,ICC-WPB-2024-W27,DIGITAL_PDFPLUMBER,APPROVED
2024-07-12,2024,28,1041.9,1030.9,14137.0,1149.8,362664.0,945.0,68975.0,118.9,-85.9,15351.0,342.2,79.74,ICC-WPB-2024-W28,DIGITAL_PDFPLUMBER,APPROVED
2024-07-19,2024,29,1043.8,1032.0,14126.0,1149.6,360158.0,949.9,69253.0,117.6,-82.1,15321.0,339.9,79.61,ICC-WPB-2024-W29,DIGITAL_PDFPLUMBER,APPROVED
2024-07-26,2024,30,1047.5,1033.2,14120.0,1156.5,364103.0,952.8,69580.0,123.3,-80.4,15295.0,341.4,79.72,ICC-WPB-2024-W30,DIGITAL_PDFPLUMBER,APPROVED
2024-08-02,2024,31,1042.9,1027.2,14124.0,1152.0,363735.0,949.4,69595.0,124.8,-77.8,15399.0,342.5,80.05,ICC-WPB-2024-W31,OCR_VERIFIED,APPROVED
2024-08-09,2024,32,1055.2,1037.6,14280.0,1167.0,366611.0,960.9,70789.0,129.4,-76.7,15395.0,340.4,80.36,ICC-WPB-2024-W32,OCR_VERIFIED,APPROVED
2024-08-16,2024,33,1055.2,1038.3,14266.0,1169.1,366894.0,958.2,70317.0,130.8,-80.1,15368.0,340.0,80.07,ICC-WPB-2024-W33,OCR_VERIFIED,APPROVED
2024-08-23,2024,34,1046.4,1027.7,14189.0,1165.8,362545.0,945.6,68997.0,138.1,-82.1,15462.0,337.0,79.71,ICC-WPB-2024-W34,OCR_VERIFIED,APPROVED
2024-08-30,2024,35,1049.6,1028.6,14089.0,1173.2,364822.0,947.1,69507.0,144.6,-81.5,15337.0,336.8,80.16,ICC-WPB-2024-W35,DIGITAL_PDFPLUMBER,APPROVED
2024-09-06,2024,36,1038.5,1018.5,13921.0,1163.6,358368.0,933.3,68588.0,145.1,-85.2,15323.0,333.8,80.38,ICC-WPB-2024-W36,DIGITAL_PDFPLUMBER,APPROVED
2024-09-13,2024,37,1041.2,1019.5,13977.0,1168.7,371504.0,935.4,68406.0,149.2,-84.1,15368.0,344.4,79.97,ICC-WPB-2024-W37,OCR_VERIFIED,APPROVED
2024-09-20,2024,38,1044.7,1022.4,14054.0,1174.8,361889.0,937.0,68671.0,152.4,-85.4,15403.0,333.6,80.13,ICC-WPB-2024-W38,DIGITAL_PDFPLUMBER,APPROVED
2024-09-27,2024,39,1035.6,1012.1,13913.0,1169.8,361841.0,925.0,67769.0,157.7,-87.1,15423.0,335.1,80.2,ICC-WPB-2024-W39,DIGITAL_PDFPLUMBER,APPROVED
2024-10-04,2024,40,1036.6,1013.2,13916.0,1169.4,361275.0,927.3,67818.0,156.2,-85.9,15407.0,334.7,80.04,ICC-WPB-2024-W40,DIGITAL_PDFPLUMBER,APPROVED
2024-10-11,2024,41,1035.2,1010.5,13905.0,1170.1,367126.0,925.0,67963.0,159.6,-85.5,15441.0,339.9,80.43,ICC-WPB-2024-W41,DIGITAL_PDFPLUMBER,APPROVED
2024-10-18,2024,42,1036.0,1010.3,13842.0,1174.4,363708.0,923.3,67700.0,164.1,-87.0,15375.0,335.4,80.28,ICC-WPB-2024-W42,DIGITAL_PDFPLUMBER,APPROVED
2024-10-25,2024,43,1042.0,1016.9,14060.0,1177.0,370015.0,932.1,68551.0,160.1,-84.8,15503.0,340.4,80.45,ICC-WPB-2024-W43,OCR_VERIFIED,APPROVED
2024-11-01,2024,44,1032.8,1009.6,13891.0,1167.5,359131.0,921.4,67447.0,157.9,-88.2,15441.0,333.3,80.16,ICC-WPB-2024-W44,DIGITAL_PDFPLUMBER,APPROVED
2024-11-08,2024,45,1021.0,999.0,13780.0,1152.2,357112.0,911.7,66794.0,153.2,-87.3,15501.0,336.2,80.31,ICC-WPB-2024-W45,DIGITAL_PDFPLUMBER,APPROVED
2024-11-15,2024,46,1010.1,987.7,13581.0,1141.4,348960.0,901.3,66221.0,153.7,-86.4,15473.0,331.9,80.63,ICC-WPB-2024-W46,OCR_REPAIRED,AUTO_REPAIRED
2024-11-22,2024,47,1000.1,977.0,13425.0,1134.2,357116.0,889.1,65052.0,157.2,-87.9,15484.0,342.0,80.4,ICC-WPB-2024-W47,DIGITAL_PDFPLUMBER,APPROVED
2024-11-29,2024,48,996.4,971.3,13347.0,1134.4,344548.0,883.6,65059.0,163.1,-87.7,15496.0,329.9,80.96,ICC-WPB-2024-W48,DIGITAL_PDFPLUMBER,APPROVED
2024-12-06,2024,49,993.1,968.7,13307.0,1133.4,349330.0,877.3,64151.0,164.7,-91.4,15497.0,334.8,80.46,ICC-WPB-2024-W49,DIGITAL_PDFPLUMBER,APPROVED
2024-12-13,2024,50,993.2,966.1,13280.0,1137.1,351407.0,876.4,64238.0,171.0,-89.7,15512.0,335.6,80.66,ICC-WPB-2024-W50,OCR_VERIFIED,APPROVED
2024-12-20,2024,51,993.4,967.5,13334.0,1135.8,349716.0,876.8,64437.0,168.3,-90.7,15550.0,334.4,80.87,ICC-WPB-2024-W51,OCR_VERIFIED,APPROVED
2024-12-27,2024,52,988.1,964.1,13243.0,1128.6,344711.0,871.5,63573.0,164.5,-92.6,15505.0,331.9,80.32,ICC-WPB-2024-W52,DIGITAL_PDFPLUMBER,APPROVED
2025-01-03,2025,1,995.6,970.5,13368.0,1136.2,347025.0,880.0,64216.0,165.7,-90.5,15535.0,331.7,80.27,ICC-WPB-2025-W01,OCR_VERIFIED,APPROVED
2025-01-10,2025,2,991.6,966.4,13278.0,1134.7,346840.0,873.6,63782.0,168.3,-92.8,15505.0,332.0,80.37,ICC-WPB-2025-W02,DIGITAL_PDFPLUMBER,APPROVED
2025-01-17,2025,3,1006.7,982.4,13593.0,1152.0,351416.0,885.7,65342.0,169.6,-96.7,15581.0,330.9,81.1,ICC-WPB-2025-W03,OCR_VERIFIED,APPROVED
2025-01-24,2025,4,1006.7,985.5,13563.0,1150.2,354531.0,884.4,64899.0,164.7,-101.1,15492.0,334.4,80.68,ICC-WPB-2025-W04,OCR_VERIFIED,APPROVED
2025-01-31,2025,5,1001.5,979.6,13574.0,1145.4,357147.0,879.5,65159.0,165.8,-100.1,15610.0,338.4,81.5,ICC-WPB-2025-W05,OCR_VERIFIED,APPROVED
2025-02-07,2025,6,992.7,972.9,13404.0,1136.1,343435.0,869.2,63728.0,163.2,-103.7,15534.0,328.3,80.75,ICC-WPB-2025-W06,DIGITAL_PDFPLUMBER,APPROVED
2025-02-14,2025,7,999.4,977.1,13421.0,1143.7,342558.0,877.4,64573.0,166.6,-99.7,15478.0,325.1,80.98,ICC-WPB-2025-W07,OCR_REPAIRED,AUTO_REPAIRED
2025-02-21,2025,8,998.8,977.5,13493.0,1146.5,347800.0,872.3,64454.0,169.0,-105.2,15554.0,329.2,81.35,ICC-WPB-2025-W08,OCR_VERIFIED,APPROVED
2025-02-28,2025,9,1006.6,984.6,13577.0,1152.0,359062.0,883.3,65477.0,167.4,-101.3,15524.0,338.1,81.51,ICC-WPB-2025-W09,DIGITAL_PDFPLUMBER,APPROVED
2025-03-07,2025,10,1013.0,991.0,13743.0,1158.1,348094.0,889.9,66055.0,167.1,-101.1,15599.0,325.9,81.56,ICC-WPB-2025-W10,OCR_VERIFIED,APPROVED
2025-03-14,2025,11,1015.5,994.3,13741.0,1159.5,357320.0,892.7,66138.0,165.2,-101.6,15539.0,334.1,81.38,ICC-WPB-2025-W11,DIGITAL_PDFPLUMBER,APPROVED
2025-03-21,2025,12,1014.5,993.4,13740.0,1159.7,357066.0,890.3,65934.0,166.3,-103.1,15554.0,333.8,81.37,ICC-WPB-2025-W12,OCR_VERIFIED,APPROVED
2025-03-28,2025,13,1011.4,988.7,13616.0,1159.1,348099.0,886.3,65552.0,170.4,-102.4,15496.0,325.6,81.3,ICC-WPB-2025-W13,DIGITAL_PDFPLUMBER,APPROVED
2025-04-04,2025,14,1013.6,991.6,13724.0,1160.2,352310.0,888.9,65828.0,168.6,-102.7,15567.0,329.2,81.38,ICC-WPB-2025-W14,DIGITAL_PDFPLUMBER,APPROVED
2025-04-11,2025,15,1027.1,1003.3,13833.0,1174.6,360629.0,903.3,66761.0,171.3,-100.0,15485.0,332.5,81.09,ICC-WPB-2025-W15,DIGITAL_PDFPLUMBER,APPROVED
2025-04-18,2025,16,1035.0,1011.4,13998.0,1182.2,355074.0,911.5,67401.0,170.8,-99.9,15529.0,325.1,81.06,ICC-WPB-2025-W16,DIGITAL_PDFPLUMBER,APPROVED
2025-04-25,2025,17,1033.9,1010.5,14085.0,1180.1,354610.0,911.0,67560.0,169.6,-99.5,15641.0,325.3,81.3,ICC-WPB-2025-W17,DIGITAL_PDFPLUMBER,APPROVED
2025-05-02,2025,18,1042.4,1019.1,14227.0,1189.4,355766.0,918.6,68170.0,170.3,-100.5,15649.0,323.6,81.29,ICC-WPB-2025-W18,DIGITAL_PDFPLUMBER,APPROVED
2025-05-09,2025,19,1051.9,1029.3,14377.0,1197.6,356315.0,928.7,68965.0,168.3,-100.6,15639.0,321.7,81.26,ICC-WPB-2025-W19,DIGITAL_PDFPLUMBER,APPROVED
2025-05-16,2025,20,1054.1,1031.5,14360.0,1199.1,357796.0,931.7,69482.0,167.6,-99.8,15583.0,322.6,81.58,ICC-WPB-2025-W20,DIGITAL_PDFPLUMBER,APPROVED
2025-05-23,2025,21,1061.0,1040.6,14546.0,1205.7,357247.0,936.6,69967.0,165.1,-104.0,15631.0,320.2,81.68,ICC-WPB-2025-W21,DIGITAL_PDFPLUMBER,APPROVED
2025-05-30,2025,22,1070.6,1049.1,14687.0,1221.0,366783.0,941.8,70237.0,171.9,-107.3,15639.0,324.3,81.5,ICC-WPB-2025-W22,DIGITAL_PDFPLUMBER,APPROVED
2025-06-06,2025,23,1072.3,1049.8,14655.0,1222.7,363710.0,944.5,70794.0,172.9,-105.3,15594.0,321.1,81.89,ICC-WPB-2025-W23,DIGITAL_PDFPLUMBER,APPROVED
2025-06-13,2025,24,1082.5,1060.2,14937.0,1231.9,370204.0,955.5,71152.0,171.7,-104.7,15720.0,324.2,81.27,ICC-WPB-2025-W24,OCR_VERIFIED,APPROVED
2025-06-20,2025,25,1094.4,1071.7,15098.0,1244.9,366681.0,966.7,72302.0,173.2,-105.0,15699.0,317.5,81.54,ICC-WPB-2025-W25,DIGITAL_PDFPLUMBER,APPROVED
2025-06-27,2025,26,1109.5,1086.5,15288.0,1260.2,378911.0,981.9,73460.0,173.7,-104.6,15656.0,323.8,81.45,ICC-WPB-2025-W26,OCR_VERIFIED,APPROVED
2025-07-04,2025,27,1124.3,1100.9,15530.0,1274.7,385146.0,997.4,74493.0,173.8,-103.5,15673.0,325.1,81.2,ICC-WPB-2025-W27,OCR_VERIFIED,APPROVED
2025-07-11,2025,28,1123.1,1099.1,15517.0,1275.5,373314.0,994.6,74705.0,176.4,-104.5,15688.0,314.9,81.68,ICC-WPB-2025-W28,DIGITAL_PDFPLUMBER,APPROVED
2025-07-18,2025,29,1124.2,1099.8,15434.0,1279.1,383841.0,993.6,74650.0,179.3,-106.2,15593.0,322.8,81.71,ICC-WPB-2025-W29,DIGITAL_PDFPLUMBER,APPROVED
2025-07-25,2025,30,1133.8,1109.5,15673.0,1287.8,389764.0,1004.2,75932.0,178.3,-105.3,15681.0,325.4,82.16,ICC-WPB-2025-W30,OCR_VERIFIED,APPROVED
2025-08-01,2025,31,1142.1,1118.8,15806.0,1296.1,381731.0,1011.5,76355.0,177.3,-107.3,15668.0,316.5,81.97,ICC-WPB-2025-W31,DIGITAL_PDFPLUMBER,APPROVED
2025-08-08,2025,32,1151.3,1127.6,15936.0,1304.6,396203.0,1021.7,76833.0,177.0,-105.9,15660.0,326.2,81.59,ICC-WPB-2025-W32,DIGITAL_PDFPLUMBER,APPROVED
2025-08-15,2025,33,1178.0,1157.7,16448.0,1328.3,397990.0,1048.0,79715.0,170.6,-109.7,15699.0,321.4,82.35,ICC-WPB-2025-W33,DIGITAL_PDFPLUMBER,APPROVED
2025-08-22,2025,34,1185.8,1165.9,16682.0,1332.4,393965.0,1059.2,80520.0,166.5,-106.7,15799.0,317.1,82.23,ICC-WPB-2025-W34,OCR_VERIFIED,APPROVED
2025-08-29,2025,35,1199.2,1177.1,16810.0,1348.2,401366.0,1072.2,81470.0,171.1,-104.9,15753.0,319.0,82.11,ICC-WPB-2025-W35,DIGITAL_PDFPLUMBER,APPROVED
2025-09-05,2025,36,1211.0,1186.8,16911.0,1363.3,408347.0,1083.0,82186.0,176.5,-103.8,15705.0,320.7,81.94,ICC-WPB-2025-W36,DIGITAL_PDFPLUMBER,APPROVED
2025-09-12,2025,37,1219.1,1194.0,17087.0,1370.0,407936.0,1093.3,82878.0,176.0,-100.7,15763.0,318.7,81.79,ICC-WPB-2025-W37,OCR_REPAIRED,AUTO_REPAIRED
2025-09-19,2025,38,1221.7,1194.4,17141.0,1372.4,410240.0,1098.4,83488.0,178.0,-96.0,15807.0,319.9,81.98,ICC-WPB-2025-W38,OCR_VERIFIED,APPROVED
2025-09-26,2025,39,1230.1,1201.3,17234.0,1380.5,405733.0,1108.5,84728.0,179.2,-92.8,15792.0,314.4,82.38,ICC-WPB-2025-W39,DIGITAL_PDFPLUMBER,APPROVED
2025-10-03,2025,40,1228.3,1197.7,17142.0,1386.4,411996.0,1100.9,84347.0,188.7,-96.8,15760.0,317.8,82.62,ICC-WPB-2025-W40,DIGITAL_PDFPLUMBER,APPROVED
2025-10-10,2025,41,1228.2,1197.2,17106.0,1389.5,405314.0,1097.8,84040.0,192.3,-99.4,15734.0,311.9,82.57,ICC-WPB-2025-W41,OCR_VERIFIED,APPROVED
2025-10-17,2025,42,1225.4,1194.8,17141.0,1386.8,409918.0,1094.6,83299.0,192.0,-100.2,15801.0,316.1,82.1,ICC-WPB-2025-W42,DIGITAL_PDFPLUMBER,APPROVED
2025-10-24,2025,43,1225.6,1195.7,17148.0,1384.9,405174.0,1096.2,83308.0,189.2,-99.5,15794.0,312.9,81.98,ICC-WPB-2025-W43,DIGITAL_PDFPLUMBER,APPROVED
2025-10-31,2025,44,1239.7,1210.8,17418.0,1395.1,408627.0,1113.3,85072.0,184.3,-97.5,15823.0,313.1,82.33,ICC-WPB-2025-W44,DIGITAL_PDFPLUMBER,APPROVED
2025-11-07,2025,45,1227.3,1198.5,17218.0,1383.5,413532.0,1099.9,83520.0,185.0,-98.6,15818.0,319.7,81.89,ICC-WPB-2025-W45,OCR_VERIFIED,APPROVED
2025-11-14,2025,46,1231.0,1202.6,17310.0,1385.3,412942.0,1105.2,84528.0,182.7,-97.4,15843.0,318.8,82.45,ICC-WPB-2025-W46,DIGITAL_PDFPLUMBER,APPROVED
2025-11-21,2025,47,1218.2,1191.6,17065.0,1369.9,405344.0,1093.0,83441.0,178.3,-98.6,15778.0,316.7,82.37,ICC-WPB-2025-W47,OCR_VERIFIED,APPROVED
2025-11-28,2025,48,1213.5,1187.9,17104.0,1364.1,395481.0,1088.6,83028.0,176.2,-99.3,15868.0,310.4,82.32,ICC-WPB-2025-W48,OCR_VERIFIED,APPROVED
2025-12-05,2025,49,1217.7,1194.2,17156.0,1366.9,399287.0,1092.1,83073.0,172.7,-102.1,15824.0,312.7,82.08,ICC-WPB-2025-W49,DIGITAL_PDFPLUMBER,APPROVED
2025-12-12,2025,50,1218.6,1194.0,17252.0,1371.6,407164.0,1090.3,83491.0,177.6,-103.7,15915.0,317.7,82.64,ICC-WPB-2025-W50,DIGITAL_PDFPLUMBER,APPROVED
2025-12-19,2025,51,1211.0,1186.4,17005.0,1366.3,400120.0,1080.2,82436.0,179.9,-106.2,15798.0,313.5,82.42,ICC-WPB-2025-W51,DIGITAL_PDFPLUMBER,APPROVED
2025-12-26,2025,52,1205.2,1181.3,17048.0,1360.9,407705.0,1073.3,81739.0,179.6,-108.0,15913.0,320.8,82.29,ICC-WPB-2025-W52,DIGITAL_PDFPLUMBER,APPROVED
2026-01-02,2026,1,1211.8,1185.4,17045.0,1369.0,401094.0,1080.9,81974.0,183.6,-104.5,15850.0,313.6,81.9,ICC-WPB-2026-W01,DIGITAL_PDFPLUMBER,APPROVED
2026-01-09,2026,2,1206.1,1180.4,16933.0,1363.8,398062.0,1074.2,82171.0,183.4,-106.2,15819.0,312.5,82.65,ICC-WPB-2026-W02,OCR_VERIFIED,APPROVED
2026-01-16,2026,3,1209.1,1181.9,16971.0,1362.4,394953.0,1083.1,83398.0,180.5,-98.8,15833.0,310.4,83.14,ICC-WPB-2026-W03,DIGITAL_PDFPLUMBER,APPROVED
2026-01-23,2026,4,1211.7,1182.5,16996.0,1367.0,397913.0,1085.7,83624.0,184.5,-96.8,15847.0,311.6,83.15,ICC-WPB-2026-W04,OCR_VERIFIED,APPROVED
2026-01-30,2026,5,1208.8,1178.8,16980.0,1364.4,395319.0,1083.3,82933.0,185.6,-95.5,15887.0,310.2,82.66,ICC-WPB-2026-W05,DIGITAL_PDFPLUMBER,APPROVED
2026-02-06,2026,6,1221.9,1193.6,17227.0,1375.5,402104.0,1096.6,84032.0,181.9,-97.0,15898.0,312.8,82.66,ICC-WPB-2026-W06,DIGITAL_PDFPLUMBER,APPROVED
2026-02-13,2026,7,1227.5,1198.7,17261.0,1379.5,404000.0,1104.2,84968.0,180.8,-94.5,15855.0,313.3,82.96,ICC-WPB-2026-W07,DIGITAL_PDFPLUMBER,APPROVED
2026-02-20,2026,8,1214.4,1187.0,17109.0,1364.5,391017.0,1091.8,83605.0,177.5,-95.2,15886.0,306.8,82.63,ICC-WPB-2026-W08,DIGITAL_PDFPLUMBER,APPROVED
2026-02-27,2026,9,1216.1,1189.9,17268.0,1362.6,387507.0,1095.7,84293.0,172.7,-94.2,15990.0,304.5,82.99,ICC-WPB-2026-W09,DIGITAL_PDFPLUMBER,APPROVED
2026-03-06,2026,10,1216.7,1187.5,17216.0,1362.2,384713.0,1100.4,84846.0,174.7,-87.1,15978.0,302.4,83.15,ICC-WPB-2026-W10,DIGITAL_PDFPLUMBER,APPROVED
2026-03-13,2026,11,1226.3,1195.3,17284.0,1375.0,398607.0,1108.6,85682.0,179.7,-86.7,15926.0,310.2,83.3,ICC-WPB-2026-W11,DIGITAL_PDFPLUMBER,APPROVED
2026-03-20,2026,12,1223.1,1192.5,17228.0,1367.3,388555.0,1109.4,85440.0,174.8,-83.1,15915.0,304.2,83.0,ICC-WPB-2026-W12,DIGITAL_PDFPLUMBER,APPROVED
2026-03-27,2026,13,1225.0,1194.5,17271.0,1370.1,384158.0,1110.3,85525.0,175.6,-84.2,15925.0,300.1,83.01,ICC-WPB-2026-W13,DIGITAL_PDFPLUMBER,APPROVED
2026-04-03,2026,14,1230.3,1200.6,17399.0,1373.4,396057.0,1117.0,85947.0,172.8,-83.6,15954.0,308.6,82.88,ICC-WPB-2026-W14,DIGITAL_PDFPLUMBER,APPROVED
2026-04-10,2026,15,1239.8,1209.2,17463.0,1379.6,406998.0,1130.5,87118.0,170.4,-78.7,15887.0,315.6,82.93,ICC-WPB-2026-W15,DIGITAL_PDFPLUMBER,APPROVED
2026-04-17,2026,16,1233.8,1204.5,17433.0,1372.2,392994.0,1124.8,86844.0,167.7,-79.7,15928.0,306.5,83.12,ICC-WPB-2026-W16,OCR_REPAIRED,AUTO_REPAIRED
2026-04-24,2026,17,1235.2,1205.3,17384.0,1369.6,395524.0,1130.8,87532.0,164.3,-74.5,15871.0,309.1,83.3,ICC-WPB-2026-W17,DIGITAL_PDFPLUMBER,APPROVED
2026-05-01,2026,18,1235.7,1205.3,17492.0,1368.8,391313.0,1133.0,87904.0,163.5,-72.3,15970.0,306.0,83.48,ICC-WPB-2026-W18,OCR_VERIFIED,APPROVED
2026-05-08,2026,19,1233.2,1204.2,17494.0,1364.2,388631.0,1131.1,87325.0,160.0,-73.1,15988.0,305.0,83.08,ICC-WPB-2026-W19,DIGITAL_PDFPLUMBER,APPROVED
2026-05-15,2026,20,1248.2,1218.6,17676.0,1378.4,397085.0,1147.5,89350.0,159.8,-71.1,15944.0,308.2,83.7,ICC-WPB-2026-W20,DIGITAL_PDFPLUMBER,APPROVED
2026-05-22,2026,21,1254.0,1223.9,17870.0,1382.5,392403.0,1155.7,89595.0,158.6,-68.2,16043.0,303.6,83.29,ICC-WPB-2026-W21,DIGITAL_PDFPLUMBER,APPROVED
2026-05-29,2026,22,1248.5,1218.3,17647.0,1375.2,392243.0,1152.1,89402.0,156.9,-66.2,15923.0,305.2,83.39,ICC-WPB-2026-W22,DIGITAL_PDFPLUMBER,APPROVED
2026-06-05,2026,23,1254.5,1226.7,17777.0,1379.8,393389.0,1157.0,89660.0,153.1,-69.7,15919.0,305.0,83.25,ICC-WPB-2026-W23,DIGITAL_PDFPLUMBER,APPROVED
2026-06-12,2026,24,1268.9,1242.5,18121.0,1392.8,392273.0,1171.3,90425.0,150.3,-71.2,16001.0,301.1,82.86,ICC-WPB-2026-W24,DIGITAL_PDFPLUMBER,APPROVED
2026-06-19,2026,25,1277.6,1250.9,18306.0,1402.4,402251.0,1179.4,92053.0,151.5,-71.5,16045.0,306.5,83.73,ICC-WPB-2026-W25,DIGITAL_PDFPLUMBER,APPROVED
2026-06-26,2026,26,1269.1,1242.2,18206.0,1394.2,393999.0,1170.8,91333.0,152.0,-71.4,16080.0,302.1,83.73,ICC-WPB-2026-W26,DIGITAL_PDFPLUMBER,APPROVED
2026-07-03,2026,27,1266.0,1239.9,18067.0,1387.8,388951.0,1170.3,91051.0,147.9,-69.6,15990.0,299.7,83.51,ICC-WPB-2026-W27,DIGITAL_PDFPLUMBER,APPROVED
2026-07-10,2026,28,1274.7,1248.6,18293.0,1395.7,396672.0,1179.7,91968.0,147.1,-68.9,16066.0,303.8,83.63,ICC-WPB-2026-W28,OCR_REPAIRED,AUTO_REPAIRED
2026-07-17,2026,29,1269.3,1243.9,18167.0,1392.1,388547.0,1171.9,91479.0,148.2,-72.0,16022.0,298.4,83.78,ICC-WPB-2026-W29,DIGITAL_PDFPLUMBER,APPROVED
2026-07-24,2026,30,1269.9,1246.2,18205.0,1388.2,391018.0,1175.3,91238.0,142.0,-70.9,16023.0,301.2,83.3,ICC-WPB-2026-W30,DIGITAL_PDFPLUMBER,APPROVED
2026-07-31,2026,31,1274.5,1250.1,18329.0,1392.7,391722.0,1180.8,92016.0,142.6,-69.3,16077.0,300.7,83.59,ICC-WPB-2026-W31,DIGITAL_PDFPLUMBER,APPROVED
2026-08-07,2026,32,1266.4,1242.5,18203.0,1381.9,392996.0,1174.8,91919.0,139.4,-67.7,16073.0,304.2,83.96,ICC-WPB-2026-W32,DIGITAL_PDFPLUMBER,APPROVED
2026-08-14,2026,33,1265.0,1240.0,18056.0,1380.0,389193.0,1175.0,91422.0,140.0,-65.0,15979.0,301.7,83.49,ICC-WPB-2026-W33,OCR_REPAIRED,AUTO_REPAIRED
